Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3493958,-,-,-,22.45,88.3,5,6,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Wind Speed,Wind Direction,Pressure,Solar Zenith Angle,DNI,GHI,DHI,Relative Humidity,Dew Point
2017,1,2,5,45,14.600000000000001,1,354,1017,91.25,0,0,0,96.91,14.100000000000001
2017,1,2,6,0,14.9,1,355,1017,87.83,9,6,6,95.06,14.100000000000001
2017,1,2,6,15,15.5,1.2000000000000002,355,1017,84.85000000000001,36,26,22,91.48,14.100000000000001
2017,1,2,6,30,16,1.4000000000000001,356,1017,81.85000000000001,74,59,48,88.61,14.100000000000001
2017,1,2,6,45,16.6,1.6,357,1017,78.87,113,100,78,86.97,14.4
2017,1,2,7,0,17.2,1.8,357,1018,75.93,152,145,108,83.82000000000001,14.4
2017,1,2,7,15,17.8,1.7000000000000002,357,1018,73.05,190,191,136,80.71000000000001,14.4
2017,1,2,7,30,18.3,1.6,357,1018,70.24,226,238,162,78.23,14.4
2017,1,2,7,45,18.900000000000002,1.5,357,1018,67.5,263,286,185,79.81,15.3
2017,1,2,8,0,19.5,1.4000000000000001,357,1018,64.85,293,331,206,76.9,15.3
2017,1,2,8,15,20.400000000000002,1.3,356,1018,62.300000000000004,321,374,225,72.74,15.3
2017,1,2,8,30,21.400000000000002,1.2000000000000002,356,1018,59.86,344,414,241,68.42,15.3
2017,1,2,8,45,22.3,1.1,356,1018,57.550000000000004,373,454,254,64.74,15.3
2017,1,2,9,0,23.3,1,355,1018,55.38,393,490,266,60.95,15.3
2017,1,2,9,15,23.700000000000003,1,351,1017,53.370000000000005,410,522,278,59.44,15.3
2017,1,2,9,30,24.1,1.1,347,1017,51.53,425,551,287,58.04,15.3
2017,1,2,9,45,24.5,1.1,344,1017,49.9,439,577,294,55.81,15.100000000000001
2017,1,2,10,0,24.900000000000002,1.2000000000000002,340,1016,48.49,449,599,301,54.44,15.100000000000001
2017,1,2,10,15,25.1,1.3,337,1016,47.32,458,616,306,53.800000000000004,15.100000000000001
2017,1,2,10,30,25.200000000000003,1.4000000000000001,334,1016,46.4,464,630,310,53.480000000000004,15.100000000000001
2017,1,2,10,45,25.400000000000002,1.5,331,1016,45.76,413,626,338,53.15,15.200000000000001
2017,1,2,11,0,25.5,1.5,329,1015,45.4,415,631,339,52.79,15.200000000000001
2017,1,2,11,15,25.6,1.6,327,1015,45.34,416,632,340,52.47,15.200000000000001
2017,1,2,11,30,25.700000000000003,1.7000000000000002,326,1015,45.56,414,629,339,52.160000000000004,15.200000000000001
2017,1,2,11,45,25.8,1.8,324,1014,46.08,410,621,336,52.34,15.3
2017,1,2,12,0,25.8,1.8,323,1014,46.87,404,608,332,52.34,15.3
2017,1,2,12,15,25.8,1.9000000000000001,322,1014,47.93,397,592,326,52.34,15.3
2017,1,2,12,30,25.8,1.9000000000000001,321,1014,49.24,387,572,319,52.34,15.3
2017,1,2,12,45,25.8,1.9000000000000001,320,1014,50.77,373,548,312,52.99,15.5
2017,1,2,13,0,25.700000000000003,2,318,1013,52.52,360,521,302,53.25,15.5
2017,1,2,13,15,25.6,1.9000000000000001,318,1013,54.45,345,490,290,53.57,15.5
2017,1,2,13,30,25.400000000000002,1.9000000000000001,318,1013,56.550000000000004,327,456,276,54.2,15.5
2017,1,2,13,45,25.200000000000003,1.9000000000000001,318,1013,58.800000000000004,317,421,257,56.46,15.9
2017,1,2,14,0,25.1,1.8,318,1013,61.19,295,381,239,56.800000000000004,15.9
2017,1,2,14,15,24.6,1.6,318,1013,63.690000000000005,270,340,220,58.51,15.9
2017,1,2,14,30,24.200000000000003,1.4000000000000001,319,1013,66.3,115,218,172,59.92,15.9
2017,1,2,14,45,23.700000000000003,1.2000000000000002,319,1013,69,214,250,174,71.96000000000001,18.3
2017,1,2,15,0,23.3,1,320,1013,71.78,18,122,117,73.71000000000001,18.3
2017,1,2,15,15,22.6,1,321,1014,74.63,149,158,119,76.96000000000001,18.400000000000002
2017,1,2,15,30,22,1,322,1014,77.54,114,113,88,79.81,18.400000000000002
2017,1,2,15,45,21.400000000000002,1,323,1014,80.51,79,71,58,76.2,17
2017,1,2,16,0,20.700000000000003,1,323,1014,83.5,45,36,31,79.53,17
2017,1,2,16,15,20.5,1.1,325,1014,86.51,16,12,11,80.51,17
2017,1,2,16,30,20.3,1.1,326,1014,89.39,0,0,0,81.51,17
2017,1,2,16,45,20,1.1,328,1014,93,0,0,0,79.04,16.3
2017,1,2,17,0,19.8,1.1,329,1015,96.19,0,0,0,80.10000000000001,16.3
2017,1,2,17,15,19.6,1.1,331,1015,99.41,0,0,0,81.10000000000001,16.3
2017,1,2,17,30,19.5,1.1,332,1015,102.66,0,0,0,81.60000000000001,16.3
2017,1,2,17,45,19.3,1.1,334,1015,105.93,0,0,0,80.41,15.8
2017,1,2,18,0,19.200000000000003,1.1,335,1015,109.22,0,0,0,80.91,15.8
2017,1,2,18,15,19.1,1.1,336,1015,112.54,0,0,0,81.41,15.8
2017,1,2,18,30,18.900000000000002,1.1,337,1015,115.87,0,0,0,82.43,15.8
2017,1,2,18,45,18.8,1.1,338,1015,119.21000000000001,0,0,0,81.02,15.5
2017,1,2,19,0,18.7,1.1,339,1016,122.57000000000001,0,0,0,81.61,15.5
2017,1,2,19,15,18.6,1.1,339,1016,125.95,0,0,0,82.12,15.5
2017,1,2,19,30,18.5,1.1,340,1016,129.33,0,0,0,82.63,15.5
2017,1,2,19,45,18.400000000000002,1.1,340,1016,132.73,0,0,0,81.63,15.200000000000001
2017,1,2,20,0,18.3,1.1,340,1016,136.13,0,0,0,82.14,15.200000000000001
2017,1,2,20,15,18.2,1.1,339,1016,139.55,0,0,0,82.66,15.200000000000001
2017,1,2,20,30,18.1,1.1,339,1016,142.97,0,0,0,83.18,15.200000000000001
2017,1,2,20,45,18,1.1,338,1016,146.4,0,0,0,82.71000000000001,15
2017,1,2,21,0,17.900000000000002,1.1,338,1016,149.83,0,0,0,83.23,15
2017,1,2,21,15,17.8,1.1,337,1016,153.27,0,0,0,83.75,15
2017,1,2,21,30,17.6,1.1,335,1016,156.72,0,0,0,84.81,15
2017,1,2,21,45,17.400000000000002,1.1,334,1016,160.16,0,0,0,85.51,14.9
2017,1,2,22,0,17.3,1.1,333,1015,163.61,0,0,0,85.97,14.9
2017,1,2,22,15,17.1,1.1,332,1015,167.07,0,0,0,87.06,14.9
2017,1,2,22,30,16.900000000000002,1.1,330,1015,170.52,0,0,0,88.17,14.9
2017,1,2,22,45,16.8,1.2000000000000002,329,1015,173.98,0,0,0,88.64,14.9
2017,1,2,23,0,16.6,1.2000000000000002,328,1015,177.42000000000002,0,0,0,89.77,14.9
2017,1,2,23,15,16.400000000000002,1.2000000000000002,328,1015,179.01,0,0,0,90.91,14.9
2017,1,2,23,30,16.3,1.2000000000000002,327,1015,175.62,0,0,0,91.49,14.9
2017,1,2,23,45,16.1,1.2000000000000002,327,1015,172.16,0,0,0,92.71000000000001,14.9
2017,1,3,0,0,16,1.2000000000000002,326,1015,168.71,0,0,0,93.3,14.9
2017,1,3,0,15,15.8,1.2000000000000002,326,1015,165.26,0,0,0,94.5,14.9
2017,1,3,0,30,15.700000000000001,1.2000000000000002,325,1015,161.8,0,0,0,95.10000000000001,14.9
2017,1,3,0,45,15.5,1.2000000000000002,325,1015,158.35,0,0,0,96.36,14.9
2017,1,3,1,0,15.4,1.2000000000000002,325,1015,154.91,0,0,0,96.98,14.9
2017,1,3,1,15,15.3,1.2000000000000002,325,1015,151.46,0,0,0,97.60000000000001,14.9
2017,1,3,1,30,15.100000000000001,1.2000000000000002,325,1015,148.03,0,0,0,98.86,14.9
2017,1,3,1,45,15,1.2000000000000002,325,1015,144.6,0,0,0,99.46000000000001,14.9
2017,1,3,2,0,14.9,1.2000000000000002,325,1015,141.17000000000002,0,0,0,100,14.9
2017,1,3,2,15,14.700000000000001,1.2000000000000002,325,1015,137.75,0,0,0,100,14.700000000000001
2017,1,3,2,30,14.600000000000001,1.2000000000000002,325,1015,134.34,0,0,0,100,14.600000000000001
2017,1,3,2,45,14.5,1.2000000000000002,326,1015,130.94,0,0,0,100,14.5
2017,1,3,3,0,14.4,1.3,326,1015,127.55,0,0,0,100,14.4
2017,1,3,3,15,14.3,1.3,327,1015,124.17,0,0,0,100,14.3
2017,1,3,3,30,14.200000000000001,1.3,328,1015,120.8,0,0,0,100,14.200000000000001
2017,1,3,3,45,14.100000000000001,1.3,329,1015,117.45,0,0,0,100,14.100000000000001
2017,1,3,4,0,14.100000000000001,1.3,329,1015,114.11,0,0,0,100,14.100000000000001
2017,1,3,4,15,14.100000000000001,1.3,329,1015,110.78,0,0,0,100,14.100000000000001
2017,1,3,4,30,14.100000000000001,1.3,329,1015,107.48,0,0,0,100,14.100000000000001
2017,1,3,4,45,14.100000000000001,1.3,329,1015,104.19,0,0,0,100,14.100000000000001
2017,1,3,5,0,13.8,1.4000000000000001,333,1015,100.93,0,0,0,100,13.8
2017,1,3,5,15,14.100000000000001,1.6,333,1016,97.7,0,0,0,100,14.100000000000001
2017,1,3,5,30,14.4,1.7000000000000002,333,1016,94.49,0,0,0,100,14.4
2017,1,3,5,45,14.8,1.9000000000000001,334,1016,91.31,0,0,0,99.83,14.8
2017,1,3,6,0,15.100000000000001,2.1,334,1016,87.88,6,5,5,97.93,14.8
2017,1,3,6,15,15.5,2.2,334,1016,84.91,24,21,19,95.45,14.8
2017,1,3,6,30,15.9,2.3000000000000003,334,1017,81.9,52,51,43,93.14,14.8
2017,1,3,6,45,16.400000000000002,2.5,334,1017,78.91,88,92,75,92.66,15.200000000000001
2017,1,3,7,0,16.8,2.6,334,1017,75.97,121,135,106,90.34,15.200000000000001
2017,1,3,7,15,17.400000000000002,2.5,333,1017,73.09,154,181,137,86.98,15.200000000000001
2017,1,3,7,30,18,2.4000000000000004,332,1017,70.27,185,228,165,83.77,15.200000000000001
2017,1,3,7,45,18.6,2.3000000000000003,332,1017,67.53,229,273,186,84.71000000000001,16
2017,1,3,8,0,19.200000000000003,2.2,331,1017,64.87,258,318,209,81.61,16
2017,1,3,8,15,20.1,2.2,330,1017,62.31,283,360,229,77.19,16
2017,1,3,8,30,20.900000000000002,2.2,329,1017,59.870000000000005,306,401,247,73.49,16
2017,1,3,8,45,21.8,2.3000000000000003,328,1017,57.54,340,442,259,68.42,15.700000000000001
2017,1,3,9,0,22.700000000000003,2.3000000000000003,327,1017,55.370000000000005,359,477,273,64.79,15.700000000000001
2017,1,3,9,15,23.200000000000003,2.3000000000000003,326,1016,53.35,376,509,285,62.800000000000004,15.700000000000001
2017,1,3,9,30,23.700000000000003,2.3000000000000003,324,1016,51.51,390,538,295,60.94,15.700000000000001
2017,1,3,9,45,24.1,2.3000000000000003,323,1016,49.86,410,565,301,58.49,15.5
2017,1,3,10,0,24.6,2.3000000000000003,321,1016,48.44,420,587,308,56.78,15.5
2017,1,3,10,15,24.8,2.4000000000000004,321,1015,47.26,428,604,313,56.050000000000004,15.4
2017,1,3,10,30,25,2.4000000000000004,320,1015,46.33,435,618,318,55.39,15.4
2017,1,3,10,45,25.200000000000003,2.5,319,1015,45.68,399,617,339,54.81,15.5
2017,1,3,11,0,25.3,2.6,319,1015,45.31,401,622,340,54.49,15.5
2017,1,3,11,15,25.400000000000002,2.6,318,1014,45.24,401,623,341,54.11,15.5
2017,1,3,11,30,25.5,2.6,318,1014,45.46,400,620,340,53.79,15.5
2017,1,3,11,45,25.5,2.7,318,1014,45.96,403,615,334,54.14,15.600000000000001
2017,1,3,12,0,25.6,2.7,317,1013,46.75,398,603,330,53.77,15.5
2017,1,3,12,15,25.6,2.8000000000000003,317,1013,47.800000000000004,390,587,325,53.77,15.5
2017,1,3,12,30,25.5,2.8000000000000003,317,1013,49.11,381,567,318,54.09,15.5
2017,1,3,12,45,25.5,2.8000000000000003,317,1013,50.64,377,546,307,54.27,15.600000000000001
2017,1,3,13,0,25.5,2.8000000000000003,317,1013,52.38,364,519,297,54.27,15.600000000000001
2017,1,3,13,15,25.3,2.8000000000000003,318,1013,54.31,349,488,285,54.92,15.600000000000001
2017,1,3,13,30,25.1,2.7,318,1012,56.410000000000004,331,455,272,55.52,15.600000000000001
2017,1,3,13,45,24.900000000000002,2.6,319,1012,58.660000000000004,315,419,255,57.480000000000004,15.9
2017,1,3,14,0,24.8,2.6,319,1012,61.04,293,380,238,57.82,15.9
2017,1,3,14,15,24.3,2.3000000000000003,319,1012,63.550000000000004,269,338,219,59.57,15.9
2017,1,3,14,30,23.900000000000002,2,319,1012,66.15,242,295,197,61.01,15.9
2017,1,3,14,45,23.400000000000002,1.8,318,1012,68.86,222,253,173,70.35000000000001,17.7
2017,1,3,15,0,23,1.5,318,1012,71.64,190,207,147,72.07000000000001,17.7
2017,1,3,15,15,22.3,1.4000000000000001,317,1012,74.49,155,161,120,75.18,17.7
2017,1,3,15,30,21.6,1.4000000000000001,316,1013,77.4,119,116,90,78.52,17.7
2017,1,3,15,45,20.900000000000002,1.3,315,1013,80.37,86,75,61,78.28,17
2017,1,3,16,0,20.200000000000003,1.2000000000000002,313,1013,83.37,49,38,33,81.72,17
2017,1,3,16,15,20,1.2000000000000002,313,1013,86.37,19,13,12,82.73,17
2017,1,3,16,30,19.700000000000003,1.3,312,1013,89.27,0,0,0,84.28,17
2017,1,3,16,45,19.5,1.3,311,1013,92.86,0,0,0,81.43,16.2
2017,1,3,17,0,19.200000000000003,1.3,310,1013,96.05,0,0,0,82.95,16.2
2017,1,3,17,15,19,1.3,310,1014,99.28,0,0,0,84.07000000000001,16.2
2017,1,3,17,30,18.900000000000002,1.3,309,1014,102.52,0,0,0,84.60000000000001,16.2
2017,1,3,17,45,18.7,1.3,309,1014,105.8,0,0,0,83.38,15.8
2017,1,3,18,0,18.6,1.3,308,1014,109.09,0,0,0,83.9,15.8
2017,1,3,18,15,18.400000000000002,1.3,308,1014,112.41,0,0,0,84.96000000000001,15.8
2017,1,3,18,30,18.3,1.3,308,1014,115.74000000000001,0,0,0,85.49,15.8
2017,1,3,18,45,18.1,1.4000000000000001,308,1015,119.09,0,0,0,84.52,15.5
2017,1,3,19,0,18,1.4000000000000001,308,1015,122.45,0,0,0,85.05,15.4
